old_key,new_key,default_value_en,default_value_de,context,file_source
license.wizard.license.cddl1.description,dmp.license.wizard.license.cddl1.description,"This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code).",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.cddl1.name,dmp.license.wizard.license.cddl1.name,Common Development and Distribution License 1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.cddl1_1.description,dmp.license.wizard.license.cddl1_1.description,"Oracle version of 1.0. This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code).",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.cddl1_1.name,dmp.license.wizard.license.cddl1_1.name,Common Development and Distribution License 1.1,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.custom.description,dmp.license.wizard.license.custom.description,This should be selected when a custom license is granted.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.custom.name,dmp.license.wizard.license.custom.name,Custom License,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.epl1.description,dmp.license.wizard.license.epl1.description,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.epl1.name,dmp.license.wizard.license.epl1.name,Eclipse Public License 1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.epl2.description,dmp.license.wizard.license.epl2.description,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.epl2.name,dmp.license.wizard.license.epl2.name,Eclipse Public License 2.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl2.description,dmp.license.wizard.license.gpl2.description,Standard GNU GPL version 2 but without support for later versions i.e. you cannot relicense under GPL 3.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl2.name,dmp.license.wizard.license.gpl2.name,GNU General Public License v2.0 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl2plus.description,dmp.license.wizard.license.gpl2plus.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep all modifications under GPL. You can distribute your application using a GPL library commercially, but you must also disclose the source code.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl2plus.name,dmp.license.wizard.license.gpl2plus.name,GNU General Public License v2.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl3.description,dmp.license.wizard.license.gpl3.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl3.name,dmp.license.wizard.license.gpl3.name,GNU General Public License v3.0 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl3plus.description,dmp.license.wizard.license.gpl3plus.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.gpl3plus.name,dmp.license.wizard.license.gpl3plus.name,GNU General Public License v3.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2.description,dmp.license.wizard.license.lgpl2.description,Standard GNU LGPL version 2.0 but without support for later versions i.e. you cannot relicense under LGPL 3.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2.name,dmp.license.wizard.license.lgpl2.name,GNU Library General Public License v2 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2_1.description,dmp.license.wizard.license.lgpl2_1.description,Standard GNU LGPL version 2.1 but without support for later versions i.e. you cannot relicense under LGPL 3.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2_1.name,dmp.license.wizard.license.lgpl2_1.name,GNU Lesser General Public License v2.1 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2_1plus.description,dmp.license.wizard.license.lgpl2_1plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2_1plus.name,dmp.license.wizard.license.lgpl2_1plus.name,GNU Lesser General Public License v2.1 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2plus.description,dmp.license.wizard.license.lgpl2plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.0. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl2plus.name,dmp.license.wizard.license.lgpl2plus.name,GNU Library General Public License v2 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl3.description,dmp.license.wizard.license.lgpl3.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl3.name,dmp.license.wizard.license.lgpl3.name,GNU Lesser General Public License v3.0 only,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl3plus.description,dmp.license.wizard.license.lgpl3plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.lgpl3plus.name,dmp.license.wizard.license.lgpl3plus.name,GNU Lesser General Public License v3.0 or later,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mit.description,dmp.license.wizard.license.mit.description,"A short, permissive software license. Basically, you can do whatever you want as long as you include the original copyright and license.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mit.name,dmp.license.wizard.license.mit.name,MIT License,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl1.description,dmp.license.wizard.license.mpl1.description,This license has been superseded by 1.1. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl1.name,dmp.license.wizard.license.mpl1.name,Mozilla Public License 1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl1_1.description,dmp.license.wizard.license.mpl1_1.description,This license has been superseded by 2.0. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl1_1.name,dmp.license.wizard.license.mpl1_1.name,Mozilla Public License 1.1,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl2.description,dmp.license.wizard.license.mpl2.description,This is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.mpl2.name,dmp.license.wizard.license.mpl2.name,Mozilla Public License 2.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.nolicense.description,dmp.license.wizard.license.nolicense.description,This should be selected when no license is granted.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.nolicense.name,dmp.license.wizard.license.nolicense.name,No License,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.odbl.description,dmp.license.wizard.license.odbl.description,A copyleft license used by OpenStreetMap and others with very specific terms designed for databases.,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.odbl.name,dmp.license.wizard.license.odbl.name,Open Data Commons Open Database License v1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.odcBy.description,dmp.license.wizard.license.odcBy.description,"The Open Data Commons Attribution License is a license agreement intended to allow users to freely share, modify, and use this Database subject only to the attribution requirements set out in Section 4 of the license text.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.odcBy.name,dmp.license.wizard.license.odcBy.name,Open Data Commons Attribution License v1.0,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.pddl.description,dmp.license.wizard.license.pddl.description,"This license is meant to be an international, database-specific equivalent of the public domain. You cannot relicense or sublicense any database under this license because, like the public domain, after dedication you no longer own any rights to the database.",,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.license.pddl.name,dmp.license.wizard.license.pddl.name,Open Data Commons Public Domain Dedication and License,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.none.found,dmp.license.wizard.none.found,No license found,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.allowDerivativeWorks,dmp.license.wizard.question.allowDerivativeWorks,Do you allow others to make derivative works?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.cantLicense,dmp.license.wizard.question.cantLicense,You need additional permission before you can deposit the data!,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.commercialUse,dmp.license.wizard.question.commercialUse,Do you allow others to make commercial use of you data?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.copyleft,dmp.license.wizard.question.copyleft,Do you require others who modify your code to release it under a compatible licence?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.data,dmp.license.wizard.question.data,Is your data within the scope of copyright and related rights?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.decideAttributes,dmp.license.wizard.question.decideAttributes,Do you want others to attribute your data to you?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.ensureLicensing,dmp.license.wizard.question.ensureLicensing,Are all the elements of your dataset licensed under a public license or in the Public Domain?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.licenseInteropData,dmp.license.wizard.question.licenseInteropData,Choose licenses present in your dataset:,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.licenseInteropSoftware,dmp.license.wizard.question.licenseInteropSoftware,Select licenses in your code:,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.ownIPR,dmp.license.wizard.question.ownIPR,Do you own copyright and similar rights in your dataset and all its constitutive parts?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.root,dmp.license.wizard.question.root,What do you want to deposit?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.shareAlike,dmp.license.wizard.question.shareAlike,Do you require others to share derivative works based on your data under a compatible license?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.software,dmp.license.wizard.question.software,Is your code based on existing software or is it your original work?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.question.strongCopyleft,dmp.license.wizard.question.strongCopyleft,Is your code used directly as an executable or are you licensing a library (your code will be linked)?,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.reset,dmp.license.wizard.reset,Reset form,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.search,dmp.license.wizard.search,Search license...,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.select,dmp.license.wizard.select,Select license with license selector,,License wizard content,libs/damap/src/assets/i18n/templates/en.json
license.wizard.title,dmp.license.wizard.title,Choose a License,,Page or section title,libs/damap/src/assets/i18n/templates/en.json
metadatastandards,dmp.metadatastandards,Metadata standards,,General UI text,libs/damap/src/assets/i18n/templates/en.json
no,dmp.no,No,,General UI text,libs/damap/src/assets/i18n/templates/en.json
or,dmp.or,or,,General UI text,libs/damap/src/assets/i18n/templates/en.json
plans.alldmps,ui.plans.alldmps,All DMPs,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.create.dmp,ui.plans.create.dmp,CREATE NEW DMP,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.loading.failed,ui.plans.loading.failed,Your DMPs could not be loaded!,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.loading.load,ui.plans.loading.load,Load DMPs...,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.myDmpsDescription,ui.plans.myDmpsDescription,"View and manage your existing Data Management Plans (DMPs) in one place. Keep track of their status, updates, and versions.",,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.mydmps,ui.plans.mydmps,MY DMPs,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.actions.access,ui.plans.table.actions.access,Edit access,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.actions.delete,ui.plans.table.actions.delete,Delete DMP,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.actions.edit,ui.plans.table.actions.edit,Edit,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.actions.history,ui.plans.table.actions.history,View versions,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.empty,ui.plans.table.empty,No DMPs found,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.expanded.duration,ui.plans.table.expanded.duration,Project duration: {{value}},,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.export.doc,ui.plans.table.export.doc,Export as document,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.export.json,ui.plans.table.export.json,Export as JSON,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.contact,ui.plans.table.header.contact,Contact,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.created,ui.plans.table.header.created,Created,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.modified,ui.plans.table.header.modified,Last modified,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.title,ui.plans.table.header.title,Title,,Page or section title,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.version,ui.plans.table.header.version,Version,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.version_name,ui.plans.table.header.version_name,version name,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.header.version_tag,ui.plans.table.header.version_tag,version tag,,Table header,libs/damap/src/assets/i18n/plans/en.json
plans.table.nocontact,ui.plans.table.nocontact,No contact defined.,,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.nodatafilter,ui.plans.table.nodatafilter,"No data matching the filter ""{{value}}""",,General UI text,libs/damap/src/assets/i18n/plans/en.json
plans.table.search,ui.plans.table.search,Search DMP,,General UI text,libs/damap/src/assets/i18n/plans/en.json
preview.info,ui.preview.info,"Only data that has been saved will be displayed in the preview, if you are missing recent changes please save your DMP first.",,Help or information text,libs/damap/src/assets/i18n/templates/en.json
preview.loading,ui.preview.loading,Loading,,General UI text,libs/damap/src/assets/i18n/templates/en.json
preview.requestTemplateSelection,ui.preview.requestTemplateSelection,Please select a template in the dropdown,,General UI text,libs/damap/src/assets/i18n/templates/en.json
preview.templateSelection,ui.preview.templateSelection,Choose preview format,,General UI text,libs/damap/src/assets/i18n/templates/en.json
preview.title,ui.preview.title,Live Preview,,Page or section title,libs/damap/src/assets/i18n/templates/en.json
title,ui.layout.title,DAMAP,,Page or section title,apps/damap-frontend/src/assets/i18n/layout/en.json
treeselect.filter,ui.treeselect.filter,Filter selection,,General UI text,libs/damap/src/assets/i18n/en.json
treeselect.options,ui.treeselect.options,Select options,,General UI text,libs/damap/src/assets/i18n/en.json
treeselect.toggle,ui.treeselect.toggle,Toggle {{value}},,General UI text,libs/damap/src/assets/i18n/en.json
upload.file.choose,ui.upload.file.choose,Choose File,,General UI text,libs/damap/src/assets/i18n/templates/en.json
upload.file.dragdrop,ui.upload.file.dragdrop,Drag and drop files here,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.editor,dmp.versions.editor,Editor,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.list.no.data,dmp.versions.list.no.data,No versions available.,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.versionDate,dmp.versions.versionDate,Date,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.versionId,dmp.versions.versionId,Version,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.versionName,dmp.versions.versionName,Name,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.button.collapse,dmp.versions.view.button.collapse,Collapse all,,Button label,libs/damap/src/assets/i18n/templates/en.json
versions.view.button.expand,dmp.versions.view.button.expand,Expand all,,Button label,libs/damap/src/assets/i18n/templates/en.json
versions.view.button.goto.latest,dmp.versions.view.button.goto.latest,Go to living document,,Button label,libs/damap/src/assets/i18n/templates/en.json
versions.view.button.versions,dmp.versions.view.button.versions,Go back to version overview,,Button label,libs/damap/src/assets/i18n/templates/en.json
versions.view.contributors.heading,dmp.versions.view.contributors.heading,People involved,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.costs.heading,dmp.versions.view.costs.heading,Costs,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.access.label,dmp.versions.view.datasets.data.access.label,Data access,,Form label,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.access.other,dmp.versions.view.datasets.data.access.other,For other project members,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.access.public,dmp.versions.view.datasets.data.access.public,Public,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.access.selected,dmp.versions.view.datasets.data.access.selected,For selected project members,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.none,dmp.versions.view.datasets.data.none,Why no data will be created or analysed,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.data.unknown,dmp.versions.view.datasets.data.unknown,Not yet known if data will be created or analysed.,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.deletion.date,dmp.versions.view.datasets.deletion.date,Date of deletion,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.deletion.person,dmp.versions.view.datasets.deletion.person,Person responsible for deletion,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.deletion.reason,dmp.versions.view.datasets.deletion.reason,Reason for deletion,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.description,dmp.versions.view.datasets.description,Description,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.heading,dmp.versions.view.datasets.heading,Datasets,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.license,dmp.versions.view.datasets.license,License,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.restrictions.label,dmp.versions.view.datasets.restrictions.label,Restrictions,,Form label,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.restrictions.legal,dmp.versions.view.datasets.restrictions.legal,Legal restrictions on data processing or sharing,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.restrictions.personal,dmp.versions.view.datasets.restrictions.personal,Contains personal data,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.restrictions.sensitive,dmp.versions.view.datasets.restrictions.sensitive,Contains sensitive data,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.retention.period,dmp.versions.view.datasets.retention.period,Retention period,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.datasets.size,dmp.versions.view.datasets.size,Size,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.data.generation,dmp.versions.view.documentation.data.generation,Research data generation/reuse and methods and software used,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.data.quality,dmp.versions.view.documentation.data.quality,Control of data consistency and quality,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.documentation,dmp.versions.view.documentation.documentation,Documentation for data analysis and reuse,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.heading,dmp.versions.view.documentation.heading,Documentation and data quality,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.metadata,dmp.versions.view.documentation.metadata,Metadata that will be provided,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.documentation.structure,dmp.versions.view.documentation.structure,Data structure and versioning,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.ethical.committee.reviewed,dmp.versions.view.ethical.committee.reviewed,Research plan was reviewed by an ethics committee,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.ethical.human.participants,dmp.versions.view.ethical.human.participants,Human participants are involved,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.ethical.issues,dmp.versions.view.ethical.issues,Other ethical issues are associated with the research,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.heading,dmp.versions.view.legal.heading,Legal and ethical aspects,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.personal.data.compliance,dmp.versions.view.legal.personal.data.compliance,Compliance with data protection will be ensured by,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.personal.data.other.compliance,dmp.versions.view.legal.personal.data.other.compliance,Other measures,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.personal.data.present,dmp.versions.view.legal.personal.data.present,Personal data will be collected/used,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.restrictions.comment,dmp.versions.view.legal.restrictions.comment,Restrictions,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.restrictions.data.rights.access,dmp.versions.view.legal.restrictions.data.rights.access,Rights and control over access to produced data,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.restrictions.documents,dmp.versions.view.legal.restrictions.documents,Documents specifying restrictions,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.restrictions.other.documents,dmp.versions.view.legal.restrictions.other.documents,Other documents,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.restrictions.present,dmp.versions.view.legal.restrictions.present,There are legal restrictions on data processing/sharing,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.sensitive.data.access,dmp.versions.view.legal.sensitive.data.access,Authorised to access sensitive data,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.sensitive.data.other.security,dmp.versions.view.legal.sensitive.data.other.security,Other security measures,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.sensitive.data.present,dmp.versions.view.legal.sensitive.data.present,Data or part of it is sensitive,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.legal.sensitive.data.security,dmp.versions.view.legal.sensitive.data.security,Security measures to ensure data safety,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.project.heading,dmp.versions.view.project.heading,Project,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.repositories.datasets,dmp.versions.view.repositories.datasets,Datasets,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.repositories.heading,dmp.versions.view.repositories.heading,Repositories,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.access.info.closed,dmp.versions.view.reuse.access.info.closed,Why some datasets are closed and not accessible,,Help or information text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.access.info.restricted,dmp.versions.view.reuse.access.info.restricted,Why some datasets have access restrictions,,Help or information text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.heading,dmp.versions.view.reuse.heading,Reuse,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.restricted.data.access,dmp.versions.view.reuse.restricted.data.access,Restricted data access,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.target.audience,dmp.versions.view.reuse.target.audience,Target audience,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.reuse.tools,dmp.versions.view.reuse.tools,Tools or software needed to access data,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.backup.frequency,dmp.versions.view.storage.backup.frequency,Backup frequency,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.backup.location,dmp.versions.view.storage.backup.location,Backup location,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.datasets,dmp.versions.view.storage.datasets,Datasets,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.heading,dmp.versions.view.storage.heading,Storage,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.location,dmp.versions.view.storage.location,Storage location,,General UI text,libs/damap/src/assets/i18n/templates/en.json
versions.view.storage.url,dmp.versions.view.storage.url,URL,,General UI text,libs/damap/src/assets/i18n/templates/en.json
withdrawal,ui.consent.withdrawal,I hereby declare that this declaration of consent is made on a voluntary basis. I may informally withdraw my consent at any time with effect for the future without any adverse consequences.,,General UI text,apps/damap-frontend/src/assets/i18n/consent/en.json
yes,dmp.yes,Yes,,General UI text,libs/damap/src/assets/i18n/templates/en.json
